address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"CENTRE AVE & FULLERTON ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,2,5,Central Business District,6,3,42003020100,6,2,2-4,40.4405531474752,-79.9884422133555
"CENTRE AVE & KIRKPATRICK ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,8,3,Middle Hill,6,5,42003050100,3,2,2-1,40.4453142327285,-79.9762388757707
"CENTRE AVE & KIRKPATRICK ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,9,6,Middle Hill,6,5,42003050100,3,2,2-1,40.4453142327285,-79.9762388757707
"CENTRE AVE & PENN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2019,9,6,Shadyside,8,7,42003070800,2,4,3-8,40.4606638146588,-79.9227262603727
"CENTRE AVE & REED ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,7,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4454132994184,-79.9708761697584
"CENTRE AVE & WATT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,6,6,Middle Hill,6,5,42003051000,3,2,2-5,40.4464816485574,-79.9683990412333
"CHANCE WAY & TULLYMET ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,2,Hazelwood,5,15,42003562900,3,4,2-13,40.4151473194216,-79.9441311956726
"CHANCE WAY & TULLYMET ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,2,Hazelwood,5,15,42003562900,3,4,2-13,40.4151473194216,-79.9441311956726
"CHARLES ST & BELTZHOOVER AVE PITTSBURGH, PA 15210",2,0,2,0,0,0,2019,6,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.4164198090077,-79.9972065675034
"CHARLES ST & IBIS WAY PITTSBURGH, PA 15210",1,0,0,0,1,0,2015,2,4,Knoxville,3,30,42003300100,5,3,4-6,40.416648959672,-79.9886575750774
"CHARTIERS AVE & ALLENDALE ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,10,6,Sheraden,2,20,42003202200,5,6,1-16,40.4539960178771,-80.0595371477491
"CHARTIERS AVE & CITADEL ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,1,4,Sheraden,2,20,42003202200,5,6,1-16,40.4543018903425,-80.0583838529454
"CHARTIERS AVE & DUBOIS ST PITTSBURGH, PA 15204",1,0,0,0,1,0,2016,7,6,Crafton Heights,2,20,42003562500,5,6,1-16,40.4513806877515,-80.0504415889874
"CHARTIERS AVE & GREENWAY DR PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,11,5,Sheraden,2,20,42003562500,5,6,1-16,40.4515388806712,-80.0512539520015
"CHARTIERS AVE & HILLSBORO ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2018,8,0,Sheraden,2,20,42003202200,5,6,1-16,40.4532930964383,-80.0545830889862
"CHARTIERS AVE & MARLOW ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,9,5,Elliott,2,20,42003562600,5,6,1-17,40.4431326066483,-80.0397268058089
"CHARTIERS AVE & STRAKA ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2017,8,5,Sheraden,2,20,42003202200,5,6,1-16,40.4526132309515,-80.0545266061459
"CHARTIERS AVE & TUXEDO ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2019,7,1,Sheraden,2,20,42003202200,5,6,1-16,40.453938747572,-80.0655903469707
"CHATAEU ST & STEDMAN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,9,3,Chateau,6,21,42003980600,1,1,1-8,40.4532246215523,-80.0281192832821
"CHATEAU ST & COLUMBUS AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2019,6,6,Manchester,6,21,42003980600,1,1,1-8,40.4573521410973,-80.0294557632393
"CHATEAU ST & HOFFMAN ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2017,8,3,Manchester,6,21,42003210700,1,1,1-8,40.4595839025216,-80.0301504229623
"CHATEAU ST & LIVERPOOL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,4,6,Chateau,6,21,42003980600,1,1,1-8,40.4546243496234,-80.0285718586981
"CHAUNCEY DR & BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,9,2,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498121771878,-79.9746234202074
"CHAUNCEY DR & BEDFORD AVE PITTSBURGH, PA 15219",2,0,1,0,1,0,2016,6,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498121771878,-79.9746234202074
"CHICAGO ST & MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,2,2,Northview Heights,1,26,42003260900,1,1,1-13,40.4786172235021,-80.0008546522614
"CHICAGO ST & MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,1,4,Northview Heights,1,26,42003260900,1,1,1-13,40.4786172235021,-80.0008546522614
"CLIFF ST & CASSATT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,6,6,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4461942574232,-79.9855473890442
"CLIFF ST & CASSATT ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,12,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4461942574232,-79.9855473890442
"CLIMAX ST & GEARING AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,1,5,Beltzhoover,3,18,42003562400,5,3,4-16,40.4191234596541,-80.0055032641023
"CLIMAX ST & HABERMAN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,4,1,Beltzhoover,3,18,42003562400,5,3,4-16,40.4198973879625,-80.0024285803933
"COAST AVE & BROADWAY AVE PITTSBURGH, PA 15216",2,0,2,0,0,0,2017,7,6,Beechview,4,19,42003192000,5,6,4-28,40.4086655308067,-80.0247984721636
"COLLIER ST & FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,9,6,Homewood South,9,13,42003130300,2,5,3-17,40.4564009200712,-79.8919053652988
"COLLIER ST & IDLEWILD ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2017,4,1,Homewood North,9,13,42003130200,2,5,3-17,40.4571781279067,-79.89160114248
"COLLINS AVE & NEGLEY RUN BLVD PITTSBURGH, PA 15206",1,0,0,1,0,0,2018,10,0,East Liberty,9,11,42003120800,2,5,3-8,40.465139111138,-79.9198595634653
"COLORADO ST & HALSEY PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,3,2,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.4640334449409,-80.0314126673236
"COLUMBO ST & N AIKEN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,5,6,Garfield,9,11,42003101600,2,5,3-4,40.468673959134,-79.9340245733983
"COLUMBO ST & N NEGLEY AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,5,East Liberty,9,11,42003111300,2,5,3-8,40.4681354397624,-79.9278633604693
"COLUMBO ST & WICKLOW ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,7,6,Garfield,9,10,42003101600,2,5,3-4,40.4687954724016,-79.9350046252482
"CORDELL PL & ARLINGTON AVE PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,10,3,Arlington Heights,3,16,42003561600,3,3,4-8,40.4177085471524,-79.9634887319175
"CORNWALL ST & N AIKEN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,10,1,Garfield,9,11,42003101600,2,5,3-4,40.4691053103746,-79.9337563075778
"CRANE AVE & BANKSVILLE RD PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,4,6,Beechview,2,20,42003202300,5,6,4-9,40.415918579881,-80.0299214550342
"CRANE AVE & LOWENHILL ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,1,5,Beechview,4,19,42003191600,5,6,4-28,40.417064924253,-80.0218177080157
"CRUCIBLE ST & WILTON WAY PITTSBURGH, PA 15220",1,0,1,0,0,0,2019,9,2,Crafton Heights,2,20,42003281400,5,6,1-17,40.445055916004,-80.0444788506378
"DAMAS ST & HOMER ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,11,0,Spring Hill-City View,1,24,42003262000,1,1,1-11,40.4654122675552,-79.9914591970155
"DEARBORN ST & N ATLANTIC AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2019,9,5,Garfield,9,10,42003101700,2,5,3-4,40.4653261344616,-79.9384154244009
"DEARY ST & PAULSON AVE PITTSBURGH, PA 15206",1,0,0,1,0,0,2019,7,4,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4671164757668,-79.9058597312607
"DE RUAD ST & WYANDOTTE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2015,9,2,,,,,,4,,,
"DEVILLIERS ST & WEBSTER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,5,6,Crawford-Roberts,6,5,42003030500,3,2,2-1,40.4456928188512,-79.9818447051748
"DICKSON ST & PLOUGH ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,3,0,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4691661668099,-80.0334667243459
"DICKSON ST & PLOUGH ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,3,0,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4691661668099,-80.0334667243459
"DINWIDDIE ST & CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,2,0,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4434521645343,-79.9805656878737
"DINWIDDIE ST & WICK ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,5,4,Crawford-Roberts,6,3,42003030500,3,2,2-1,40.4413297144992,-79.9805601917083
"DOLPHIN WAY & MORSE WAY PITTSBURGH, PA 15207",1,0,1,0,0,0,2017,1,4,Hazelwood,5,15,42003562300,3,4,2-13,40.4102184361883,-79.9409885426842
"DOVE WAY & IBIS WAY PITTSBURGH, PA 15210",1,0,0,1,0,0,2017,1,6,Knoxville,3,30,42003300100,5,3,4-6,40.4147982252757,-79.988551279485
"DURANGO WAY & BENNETT ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,11,1,Homewood South,9,13,42003130400,2,5,3-17,40.4547339763123,-79.8890271535072
"DURANGO WAY & FLEURY WAY PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,7,2,Homewood South,9,13,42003130400,2,5,3-17,40.4542672244463,-79.8892109402025
"DURANGO WAY & HAMILTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,6,3,Homewood South,9,13,42003130400,2,5,3-17,40.4528546290322,-79.8897610143631
"EAST HILLS DR & WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,5,5,East Hills,9,13,42003130600,2,5,3-19,40.4551122165632,-79.8711474662664
"EAST HILLS DR & WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,4,East Hills,9,13,42003130600,2,5,3-19,40.4551122165632,-79.8711474662664
"EAST LIBERTY BLVD & LARIMER AVE PITTSBURGH, PA 15206",3,0,3,0,0,0,2017,5,0,East Liberty,9,11,42003111500,2,5,3-10,40.4634008054884,-79.9174920584431
"EAST LIBERTY BLVD & LARIMER AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,10,0,East Liberty,9,11,42003111500,2,5,3-10,40.4634008054884,-79.9174920584431
"EAST OHIO ST & JAMES ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,8,6,East Allegheny,1,23,42003563200,1,1,1-6,40.4534856538152,-80.0006045509843
"EAST OHIO ST & MORAVIAN WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,5,East Allegheny,1,23,42003563200,1,1,1-6,40.4533854642012,-80.0011314034089
"EAST OHIO ST RAMP & N CANAL ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2017,11,1,,,,,,1,,,
"EAST ST & EAST OHIO ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2018,9,6,East Allegheny,1,23,42003563200,1,1,1-6,40.4540288622389,-79.9978773280607
"EAST ST & LAREDA ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2018,2,6,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4624265007979,-79.9988978157652
"EAST ST & MILROY ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2019,3,1,Northview Heights,1,26,42003260900,1,1,1-13,40.476840211175,-80.0067580530501
"EASTWOOD RD & DOLLMAN RD PITTSBURGH, PA 15235",1,0,1,0,0,0,2018,9,5,,,,42003523100,,5,,40.4627037373168,-79.8708038631532
"E CARSON ST & S 14TH ST PITTSBURGH, PA 15203",2,1,1,0,0,0,2015,12,4,South Side Flats,3,17,42003170200,3,3,4-24,40.42880715024,-79.9841490514312
"E CARSON ST & S 15TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,2,3,South Side Flats,3,17,42003170200,3,3,4-24,40.4288231401582,-79.9834282365531
"E CARSON ST & S 17TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,8,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4288428977868,-79.9820508989135
"E CARSON ST & S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,5,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4287665592296,-79.9805652715853
"E CARSON ST & S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,5,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4287665592296,-79.9805652715853
"E CARSON ST & S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,7,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4287665592296,-79.9805652715853
"E CARSON ST & S 24TH ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2019,4,2,South Side Flats,3,16,42003160900,3,3,4-24,40.428219200708,-79.9711707855979
"E CARSON ST & S 25TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2018,5,5,South Side Flats,3,16,42003160900,3,3,4-24,40.4278472155459,-79.9698093169263
"E CARSON ST & SMITHFIELD ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,9,0,South Shore,2,19,42003980700,5,3,4-2,40.4321467142124,-80.0039907163094
"E CHESTER ST & LEMINGTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2018,4,0,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4706250649246,-79.8975533740515
"ECKERT ST & SHADELAND AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4715565489565,-80.0308896753031
"ECKSTEIN PL & WADSWORTH ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,6,2,Terrace Village,6,5,42003051000,3,2,2-10,40.4428327005728,-79.968153155952
"EDGEMONT ST & AZTEC WAY PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,1,2,Mount Washington,3,18,42003180700,5,3,4-5,40.422413904409,-79.9980987164895
"E ELIZABETH ST & GERTRUDE ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4073803176081,-79.9416184137479
"E ELIZABETH ST & GERTRUDE ST PITTSBURGH, PA 15207",1,0,0,1,0,0,2019,1,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4073803176081,-79.9416184137479
"ELMORE ST & REED ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,10,6,Terrace Village,6,5,42003051100,3,2,2-1,40.4422899410943,-79.9783393462413
"ELOISE ST & DROVERS WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,4,0,Central Northside,1,22,42003220600,1,1,1-21,40.45469318438,-80.0143333911246
"ELORA WAY & ROSETTA ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2017,3,3,Garfield,9,10,42003101700,2,5,3-4,40.4670593460697,-79.9355173091879
"EMAHLEA ST & WINTERBURN AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2016,6,4,Hazelwood,5,15,42003562900,3,4,2-12,40.4172612750456,-79.9400621972022
"EMERALD ST & CARNIVAL WAY PITTSBURGH, PA 15210",4,0,2,2,0,0,2016,8,2,Allentown,3,18,42003180300,5,3,4-5,40.4226278031514,-79.9916924301481
"E NORTH AVE & EAST ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,3,East Allegheny,1,23,42003563200,1,1,1-6,40.456928487553,-79.998831308787
"ERIN ST & WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,2,3,Middle Hill,6,5,42003050100,3,2,2-1,40.444884156057,-79.9792841329782
"ESCOLTA ST & FAIRYWOOD ST PITTSBURGH, PA 15205",1,0,0,0,0,1,2017,1,5,Fairywood,2,28,42003563000,5,6,1-16,40.4479616336141,-80.0806799221011
"ESSEN ST & PENFORT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2015,2,3,Spring Hill-City View,1,26,42003260900,1,1,1-13,40.4732083958375,-80.0028709970151
"ESSEN ST & PENFORT ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2017,11,0,Spring Hill-City View,1,26,42003260900,1,1,1-13,40.4732083958375,-80.0028709970151
"ESTELLA AVE & E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,11,6,Beltzhoover,3,18,42003562400,5,3,4-21,40.4210219325903,-80.0005565362524
"EUREKA ST & HARWOOD WAY PITTSBURGH, PA 15211",1,0,1,0,0,0,2019,2,6,Mount Washington,3,18,42003180700,5,3,4-5,40.4238919307977,-80.0038742575457
"E WARRINGTON AVE & HABERMAN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2019,6,3,Mount Washington,3,18,42003191500,5,3,4-16,40.4210371078725,-80.002489981356
"EWART DR & CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,7,0,Terrace Village,6,5,42003050600,3,2,2-22,40.4487479690915,-79.9615779944603
"EXCHANGE WAY & 9TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2017,1,2,Central Business District,6,2,42003020100,6,2,1-3,40.4433602466088,-79.9981687332479
"FAULKNER ST & HUXLEY ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,8,3,Sheraden,2,20,42003202200,5,6,1-16,40.4549178572997,-80.0636271118872
"FAULKNER ST & HUXLEY ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2017,8,3,Sheraden,2,20,42003202200,5,6,1-16,40.4549178572997,-80.0636271118872
"FAULSEY WAY & FONTELLA ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,3,3,Manchester,6,21,42003210700,1,1,1-8,40.4523793909837,-80.0221301263847
"FEDERAL EXTN & MERCY ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,12,2,,,,,,1,,,
"FEDERAL EXTN & MERCY ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2018,1,0,,,,,,1,,,
"FEDERAL STN & E JEFFERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,4,1,Fineview,6,25,42003250300,1,1,1-10,40.4595018914979,-80.0084525175633
"FEDERAL STN & ELOISE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,6,2,Central Northside,1,22,42003220600,1,1,1-21,40.4560831960541,-80.006839045603
"FEDERAL STN & E NORTH AVE PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,3,2,Central Northside,1,22,42003562700,1,1,1-21,40.4554569884448,-80.0066356663443
"FEDERAL STN & HENDERSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2019,6,4,Fineview,6,25,42003250900,1,1,1-21,40.4588709023794,-80.0077514693018
"FEDERAL STN & JACKSONIA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,3,1,Central Northside,6,25,42003220600,1,1,1-21,40.4582708928984,-80.0075467432163
"FEDERAL STN & JACKSONIA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,5,4,Central Northside,6,25,42003220600,1,1,1-21,40.4582708928984,-80.0075467432163
"FELICIA WAY & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,1,3,Homewood South,9,13,42003130300,2,5,3-17,40.4574421648646,-79.8987161474731
"FELICIA WAY & N LANG AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2019,1,3,Homewood South,9,13,42003130300,2,5,3-17,40.4574421648646,-79.8987161474731
"FERNDALE ST & ANGORA WAY PITTSBURGH, PA 15221",3,0,0,0,3,0,2016,12,3,Homewood North,9,13,42003130100,2,5,3-17,40.4593234144379,-79.8842452214162
"FERNDALE ST & BLACKADORE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,5,4,Homewood North,9,13,42003130100,2,5,3-17,40.4593203878445,-79.8835908801128
"FERRIS CT & MOHLER ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,7,5,Homewood North,9,13,42003130100,2,5,3-17,40.4594023970088,-79.8871037444313
"FINLAND ST & MILWAUKEE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,10,2,Upper Hill,6,5,42003050600,3,2,2-22,40.4560675160923,-79.9587886234973
"FINLEY ST & FRANKSTOWN AVE PITTSBURGH, PA 15206",1,0,0,0,1,0,2017,2,3,Larimer,9,12,42003120800,2,5,3-10,40.4591506493712,-79.9099179004395
"FIREMAN WAY & LEDUC WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,1,Central Northside,6,25,42003250300,1,1,1-21,40.4577021268591,-80.0089710040293
"FISHER ST & RECTENWALD ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2018,9,2,Mt. Oliver,3,16,42003561700,3,3,4-8,40.411266388407,-79.9795683820684
"FLEMING AVE & HUBBARD ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,2,3,Brighton Heights,1,27,42003270300,1,1,1-14,40.4781189586216,-80.0385812590683
"FLEURY WAY & HALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,1,2,Homewood South,9,13,42003130400,2,5,3-17,40.4537598257696,-79.8869905560361
"FLEURY WAY & ZENITH WAY PITTSBURGH, PA 15208",2,0,0,0,2,0,2019,5,4,Homewood South,9,13,42003130300,2,5,3-17,40.4558881167627,-79.8963103978636
"FLUERY WAY & ZENITH WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2017,8,2,Homewood South,9,13,42003130300,2,5,3-17,40.4558881167627,-79.8963103978636
"FONTELLA ST & PAGE ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,10,0,Manchester,6,21,42003210700,1,1,1-8,40.4519523974836,-80.0219908424382
"FORBES AVE & BEELER ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2018,2,0,Squirrel Hill North,8,14,42003140100,3,4,2-26,40.4438896989027,-79.9387990818981
"FORBES AVE & BOYD ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,4,0,Bluff,6,1,42003010300,6,2,2-4,40.438025086255,-79.9933244954545
"FORBES AVE & JUMONVILLE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,3,5,Bluff,6,1,42003010300,3,2,2-1,40.4373470745032,-79.9777359596643
"FORBES AVE & MEYRAN AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2017,7,6,Central Oakland,3,4,42003040500,3,4,2-14,40.4405847114352,-79.9583382843583
"FORBES AVE & MOULTRIE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,6,Bluff,6,4,42003010300,3,2,2-1,40.4372049738672,-79.9744933841908
"FORT DUQUESNE BLVD & 7TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2019,8,4,Central Business District,6,2,42003020100,6,2,1-3,40.4446333846098,-80.0008672588076
"FORT DUQUESNE BLVD RAMP & 10TH ST BYP RAMP PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,5,2,,,,,,2,,,
"FORT PITT BLVD & WOOD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,10,3,Central Business District,6,1,42003020100,6,2,1-4,40.4374116049533,-80.002628816283
"FOUNTAIN ST & SANDUSKY ST N PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,11,2,Fineview,6,25,42003250900,1,1,1-10,40.4589801285747,-80.0055366981864
"FRANKLIN RD & GARVIN ST PITTSBURGH, PA 15214",1,0,0,1,0,0,2016,7,3,Perry North,1,26,42003260200,1,1,1-15,40.4924067557448,-80.02049593965
"FRANKSTOWN AVE & BENNETT ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,11,6,Homewood West,9,12,42003120700,2,5,3-17,40.4580943166088,-79.904589680177
"FRANKSTOWN AVE & BLACKADORE ST PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,4,2,Homewood North,9,13,42003130100,2,5,3-17,40.4554591346572,-79.8833671836074
"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,4,2,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,1,6,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,1,5,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,6,1,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,7,6,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
"FRANKSTOWN AVE & COLLIER ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,3,1,Homewood South,9,13,42003130300,2,5,3-17,40.4564009200712,-79.8919053652988
"FRANKSTOWN AVE & COLLIER ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,2,5,Homewood South,9,13,42003130300,2,5,3-17,40.4564009200712,-79.8919053652988
"FRANKSTOWN AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",3,0,2,1,0,0,2015,7,1,East Liberty,9,12,42003120800,2,5,3-10,40.4608138066626,-79.9158059461369
"FRANKSTOWN AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,7,1,East Liberty,9,12,42003120800,2,5,3-10,40.4608138066626,-79.9158059461369
"FRANKSTOWN AVE & ENTERPRISE ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,11,2,Larimer,9,12,42003120800,2,5,3-10,40.4604339070377,-79.9137937818666
"FRANKSTOWN AVE & FINLEY ST PITTSBURGH, PA 15206",1,0,0,1,0,0,2015,6,1,Larimer,9,12,42003120800,2,5,3-10,40.4591506493712,-79.9099179004395
"FRANKSTOWN AVE & GERRITT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,9,6,Homewood West,9,12,42003120700,2,5,3-17,40.4585906279925,-79.9021461549789
"FRANKSTOWN AVE & HALE ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,4,4,Homewood South,9,13,42003130400,2,5,3-17,40.455158685292,-79.8864399818059
"FRANKSTOWN AVE & INWOOD ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2018,5,3,Homewood West,9,12,42003120700,2,5,3-17,40.4581572115292,-79.9049972970741
"FRANKSTOWN AVE & N BRADDOCK AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,6,5,Homewood South,9,13,42003130400,2,5,3-17,40.4559655486508,-79.8900241646949
